1	13.922231298734705	11.08822781402588	0.0001
2	9.434204922690878	8.704702937927246	0.0001
3	7.987822011167565	7.62428599609375	0.0001
4	7.325545244754091	7.2387417590332035	0.0001
5	6.882891176128776	6.9769182527160645	0.0001
6	6.582704717538016	6.517841884613037	0.0001
7	6.349381276329196	6.5161665065002445	0.0001
8	6.157471426805769	6.292914084625244	0.0001
9	5.999581977729019	6.062985991516113	0.0001
10	5.853293742015605	5.85007653427124	0.0001
11	5.740924347104443	5.763109354400635	0.0001
12	5.64807928978122	5.8244864096069335	0.0001
13	5.561447834204849	5.708159972076416	0.0001
14	5.478249755638278	5.681179326629639	0.0001
15	5.397183023824886	5.549281721801758	0.0001
16	5.333141226666509	5.413680785980224	0.0001
17	5.276325342992666	5.604372959136963	0.0001
18	5.218517158632863	5.21255204284668	0.0001
19	5.149868529740937	5.165137191009522	0.0001
20	5.110747820060886	5.186184978790283	0.0001
21	5.062106994410923	5.274869764862061	0.0001
22	5.015076075442567	5.154391795349121	0.0001
23	4.972143504090601	5.30365460861206	0.0001
24	4.931220058652917	5.139957706298828	0.0001
25	4.895131576958481	5.149209877624512	0.0001
26	4.850254133599729	5.115075101165772	0.0001
27	4.801273957939927	4.830709359741211	0.0001
28	4.759814556470599	4.9050903175354	0.0001
29	4.7113415923792	4.758866565856934	0.0001
30	4.662476628903759	4.768646368560791	0.0001
31	4.6215977079990935	4.770210741271972	0.0001
32	4.586026982029506	4.596149842834473	0.0001
33	4.561770334833885	4.5826028433227535	0.0001
34	4.523175132390237	4.742551131134033	0.0001
35	4.493519604644775	4.654830195770264	0.0001
36	4.468462721074941	4.9172989387512205	0.0001
37	4.4359451242345695	4.512381353912353	0.0001
38	4.403573631137148	4.408664510498047	0.0001
39	4.331219917630565	4.397382014923096	0.0001
40	4.241527252583406	4.2288589678955075	0.0001
41	4.152120572855424	4.2925434939575196	0.0001
42	4.0722904972341105	4.167269538421631	0.0001
43	4.001470076826446	4.1170479080200195	0.0001
44	3.9600216354152136	4.2249050621032715	0.0001
45	3.9169568504255645	3.9170743617248536	0.0001
46	3.9069232186796228	4.074723297271729	0.0001
47	3.8537171347263883	4.006495507507324	0.0001
48	3.778527279418634	3.9870583207702635	0.0001
49	3.729942351195666	3.903768277053833	0.0001
50	3.683693673578379	4.3193534783935545	0.0001
51	3.6796257187169914	3.730536884765625	0.0001
52	3.666002547453277	3.639612414779663	0.0001
53	3.637613360577019	3.8305784884643557	0.0001
